ID,Group,Feature_1,Feature_2,Feature_3
ID448,C,2584.659272427527,395.73160758393294,-2192.9031095924865
ID449,C,2247.9749029459017,417.1491530867144,-1845.5478832276222
ID450,B,2206.0087018992144,411.14712315291274,4422.498284805601
ID451,A,2581.660658392387,397.9412493761356,5773.037411599096
ID452,A,2844.832186940396,390.87968482305223,6581.249962082288
ID453,C,2077.5019620263793,403.5166139825278,-1670.3292103638769
ID454,B,2528.8932369013514,368.4141507599542,5055.884645312411
ID455,B,2485.8611677577637,409.25401355987015,4969.708770483607
ID456,A,2231.2218839321795,422.3131905794884,4595.747042901793
ID457,A,2860.6222617922162,411.1934467543507,6529.851142152178
ID458,C,2426.6792237551167,400.73187779354595,-2028.6358199762587
ID459,A,2554.594925193006,394.96418282551366,5699.557540143947
ID460,B,2098.477432792025,411.87243179348394,4212.999772052868
ID461,C,2344.9096590363483,393.01489691052865,-1948.8547865301086
ID462,C,2301.7498770900593,409.5487266825947,-1882.0845351020685
ID463,B,2591.6197964809053,432.62970195130606,5163.366800799221
ID464,A,2041.039299758777,401.5721120555986,4114.13353229999
ID465,A,2288.3991984134796,384.93614286611563,4924.904196613702
ID466,B,1842.662938196198,406.57877253106477,3683.5535614707637
ID467,A,2527.777291953678,401.90336465382154,5558.39415170254
ID468,A,2117.161654812798,406.6742356793328,4302.672965134444
ID469,C,2690.3855426958366,401.2144838629095,-2313.0443554081908
ID470,A,2750.1875706738883,401.5964129203298,6235.890841851854
ID471,A,2307.2771148198367,404.90620718634153,4892.589540525784
ID472,B,2469.9939234122653,351.6680976583934,4928.856073765907
ID473,B,2574.515321727794,408.403730608463,5139.441352943731
ID474,B,2897.418412229599,388.75408911955,5805.756264131228
ID475,B,2712.111253829648,418.0198953418544,5436.013646679787
ID476,B,2425.2186171889584,418.5967184329484,4840.44402086732
ID477,B,2152.334103102943,424.72239727497526,4306.734089293153
ID478,C,2515.4791020764565,409.59400109873064,-2115.376810985462
ID479,A,2417.652983949338,365.3010573482785,5427.948421879854
ID480,C,2911.565928808587,407.76456133727436,-2497.4646988782565
ID481,A,2411.1684752652136,402.55570065370097,5203.356387530567
ID482,B,2434.5949348978293,428.4624222933354,4871.302760346828
ID483,A,2637.897135256489,418.82290598308333,5823.69634962945
ID484,C,2410.5126103672696,421.16942303451845,-1976.3169835074502
ID485,A,1772.5461065783084,401.9732182540864,3330.2433026497956
ID486,A,2575.8206112709827,398.4343894975283,5747.417836727182
ID487,B,2513.8134643246126,391.09786012210884,5031.00427147772
ID488,C,2238.958224696331,386.9433779870549,-1836.8028274175515
ID489,B,2966.3715967964185,386.3830412740343,5926.9794589444455
ID490,B,2624.347857920434,407.9299302533443,5232.830498727578
ID491,B,2294.254210794095,418.6588266190999,4600.868901037738
ID492,A,2565.6169934573577,396.4924740961528,5722.5438583599525
ID493,A,2669.514123617862,399.5681677126432,6031.167735416987
ID494,C,2099.0160400858376,409.4655544537705,-1695.389436612568
ID495,A,2397.4983169198867,400.6332451633912,5169.295543686706
ID496,A,2925.8809920502313,402.5475030021467,6754.866115370922
ID497,C,2227.1752908784842,412.34879853013865,-1810.4881494933745
ID498,B,2677.2715907725906,384.114815553959,5331.440543525166
ID499,C,2561.9384252286577,381.64738319524815,-2199.055726885492
ID500,C,2569.9806536189576,399.7041861743608,-2153.463905971683
ID501,A,2581.2054576530013,414.3267819476505,5704.666716273596
ID502,C,2426.67778119937,394.3139128296222,-2016.7502519447496
ID503,C,2634.883783683177,391.6624893321454,-2251.0819736707967
ID504,A,2086.2848669519412,390.5824383937631,4316.766843823965
ID505,C,2050.5633131677764,394.41617942486226,-1658.3229847666576
ID506,B,3072.670582853989,412.67346401235153,6135.754621792252
ID507,A,2705.793830813649,398.8742827102914,6116.502901999627
ID508,B,2014.0740647919008,391.90436678337323,4045.129265817189
ID509,C,2244.2422540904254,403.1960660154686,-1850.326563425266
ID510,B,2616.018971450051,418.6473122507067,5221.769391008236
ID511,B,2773.221827574192,390.74828986085333,5537.356259501812
ID512,A,2690.0429644560563,398.59394664432926,6093.05263308688
ID513,B,1894.223284933776,405.84023993733297,3782.7867849328427
ID514,B,2647.8292304989727,411.0453781054426,5310.140995039565
ID515,B,2652.0864189005642,419.9242917315305,5330.31261611279
ID516,C,2542.954679123619,396.54314076291837,-2140.031748952885
ID517,A,2348.331007617115,391.74965354743347,5094.718345070282
ID518,B,2113.515164715635,407.19795463880666,4226.039534224198
ID519,B,2502.8713871075597,412.59729726123305,4991.162123477402
ID520,A,2625.299002842747,407.2820690501415,5844.171419299718
ID521,B,2338.7692695879955,366.63377793106326,4676.717054506305
ID522,C,2593.7004685441348,426.7808520484354,-2183.9731713889537
ID523,A,2513.1322021604633,405.35563389355326,5501.712980292626
ID524,B,2421.3942504879337,383.3558186354157,4856.430313019238
ID525,C,2019.5170350175429,400.7510004222801,-1629.63009147196
ID526,B,2277.1833573256827,392.7997543405992,4558.8153598795725
ID527,C,2693.5172580592025,421.0070763295205,-2276.180064400361
ID528,B,2109.3292111850365,387.2520731481613,4223.5919501866165
ID529,C,2582.4550866515674,381.85952829150773,-2199.6446487649423
ID530,B,3050.590377818452,413.8270955963438,6097.584311612387
ID531,C,2248.018042725608,402.53231430798746,-1880.5427369377885
ID532,C,2265.872784769018,391.6550567679921,-1870.0578766771234
ID533,C,2444.429813087403,387.7387591082758,-2044.9747572449223
ID534,C,2462.1615487621225,381.04834351517684,-2082.1190557581044
ID535,A,2425.4240305293047,433.8977913067274,5125.314297490856
ID536,C,2608.6454679146022,419.4277325287901,-2173.677004803551
ID537,C,2375.951178403249,396.8092063189773,-1969.3443269906234
ID538,C,2962.116673594734,399.4644356759607,-2565.8250842437074
ID539,C,3074.3063137534014,412.1443152250232,-2671.472797303029
ID540,A,2644.2067885911783,414.9310016718623,5856.04728346613
ID541,B,2503.692788468317,409.2917091204683,5000.19257117476
ID542,A,2864.2730721842076,371.90066444051166,6742.0136434924525
ID543,C,2327.735433344714,402.50911570469475,-1927.5119987287164
ID544,A,1863.1147906195356,416.7012140243993,3526.692660796476
ID545,A,2837.4268158174846,427.0967547740456,6383.57511731743
ID546,C,2533.618237365003,401.10720516039464,-2134.2656725847755
ID547,B,2655.742367760717,413.1882904513546,5323.224608810618
ID548,C,2436.7165587552668,398.6181762310366,-2054.123575702032
ID549,C,2207.542885921507,426.79967211815307,-1792.2941196849924
ID550,B,2709.7630376424327,399.2059666114937,5416.943667181898
ID551,B,2804.8585601760283,404.9265108056683,5617.078116775691
ID552,C,2440.7045826612825,414.7882957210757,-2041.5272490403295
ID553,B,2602.5966471377674,392.0298626721868,5216.011654626448
ID554,C,2425.7754855894896,428.6564449670129,-1997.0845896743401
ID555,B,2977.6175021921676,407.52954232324856,5944.030647387759
ID556,C,2668.8759997452944,408.746157180266,-2257.8043829656317
ID557,A,2527.3178997427904,415.59679736010344,5512.265416103167
ID558,B,2747.3159015875135,384.84233648262284,5502.436169327443
ID559,B,2410.117473131275,396.8653785947219,4807.778502978306
ID560,C,2207.5057102559076,413.46294164486295,-1802.8630987405845
ID561,C,3079.1504053506615,402.7183839678162,-2663.2260332913233
ID562,A,2948.156283843446,412.4017292249077,6804.827376310744
ID563,C,2503.297229743385,397.5509803657601,-2098.467744246619
ID564,B,2735.1113569929007,435.730149983296,5474.777133085353
ID565,C,2698.6357588257893,401.0430974855962,-2298.0555245467363
ID566,A,2785.6120235276835,403.5588973587502,6338.177875699116
ID567,B,2310.715787477075,418.3455856542165,4604.908089996141
ID568,C,2073.916821118604,412.3350727754182,-1667.9244328911775
ID569,A,3280.2637516964046,385.1074204286019,7898.081036928092
ID570,C,2408.5790557495275,348.3913850835156,-2048.568276839071
ID571,B,2325.05961281168,412.43194843635143,4648.048828707859
ID572,C,2386.130647160288,412.25579149778997,-1985.3102425930108
ID573,B,2457.033029776749,385.87352186173115,4937.732337512811
ID574,A,2132.1577628887803,401.80202885121696,4401.66047306552
ID575,A,2154.560306356966,418.03512591837296,4360.344970771995
ID576,B,2415.044237271535,374.8269854518516,4842.588547414725
ID577,A,2479.042073455478,391.10578469203904,5481.456279499327
ID578,C,2645.0130242133587,415.75949326907653,-2232.473726458532
ID579,A,2799.0218392080324,400.06610337712226,6406.360689686001
ID580,B,2335.059412574933,400.0640385583364,4650.383276857698
ID581,C,1975.086167615098,373.19186949775735,-1596.6417111776193
ID582,A,2688.461576320679,389.20553679614324,6114.195656905618
ID583,C,2813.687783646512,382.40481596948536,-2418.433075253154
ID584,A,2549.524206077171,424.322401680775,5508.530224904847
ID585,A,2679.006333616875,407.469401393938,5989.822977192789
ID586,B,2728.2347799388453,396.13422638516926,5455.1547974904215
ID587,A,2789.944405914471,388.399712694269,6403.870765875443
ID588,B,2459.832329622628,406.1062381932045,4907.974769342155
ID589,A,2327.2696294390594,383.713299259484,5047.196910456293
ID590,C,2615.9655017440564,416.1743594563207,-2202.8470419301334
ID591,A,2380.194147846101,405.8718939259522,5111.296334482292
ID592,C,2702.614408893416,392.8185242434505,-2290.603333804093
ID593,B,2606.0620319820055,376.177494130476,5205.543875928414
ID594,A,2809.1026694273214,398.3970086344403,6424.357475829196
ID595,C,2349.1178338327986,376.8001224977746,-1985.3791229392598
ID596,A,2423.1984014048803,408.0204974860445,5238.356548698585
ID597,C,2662.8125330916773,394.7092990265702,-2272.7308397835327
ID598,A,2600.690708938508,408.0514244932482,5765.862976667303
ID599,C,2512.102506799469,396.66797535711794,-2133.2024298944925
ID600,C,3001.3185569381035,399.3228445388644,-2587.958616354587
ID601,A,2199.1223476995306,406.4123379022306,4556.651806990897
ID602,A,2920.7337079647623,388.8371766298642,6816.446460158425
ID603,C,2344.5035854395687,385.37917588820306,-1953.4935238800117
ID604,B,2023.0634583749418,388.9757267251336,4040.9970539496076
ID605,B,2550.359354593788,413.4408740090038,5103.234220376627
ID606,B,2221.927258850898,393.6957571076614,4452.590870216608
ID607,B,2237.1524662114743,364.8604540116944,4448.18684888223
ID608,A,3058.3756671015562,389.8824532758516,7235.483097781409
ID609,C,2588.8182107783027,381.5155630586659,-2222.774408984341
ID610,B,2534.814056760312,388.26869104506727,5090.494667499148
ID611,B,2580.588734505178,379.9721672765821,5166.406829792687
ID612,B,2328.458060338976,395.9377234038486,4664.774485935728
ID613,B,2645.696680359046,388.432557415775,5266.482922712236
ID614,C,2130.7731386545543,394.92811047851535,-1729.815919866029
ID615,A,1960.686844501452,409.7671769163592,3839.2826525480286
ID616,C,2158.878870493316,408.0427894851311,-1746.6391317635093
ID617,B,2811.4930684590354,397.6826513474784,5644.427301249844
ID618,B,2199.5245274915487,401.9378844333806,4391.71338116265
ID619,B,2089.8577049467704,426.44002880171706,4182.791968311434
ID620,B,2597.281491523901,393.7642510037273,5208.200727367212
ID621,C,2889.052897072704,404.58707782809864,-2485.551965968734
ID622,A,2891.172236142122,384.6084726098987,6757.67408808076
ID623,B,2311.1377943437337,398.5683619060011,4624.025710169783
ID624,C,2837.5257636801543,391.88935489520213,-2450.907735702594
ID625,B,2806.2063496819896,393.9672405082625,5609.307323197203
ID626,B,2269.281400162509,380.3798360501477,4529.5373154412455
ID627,B,2789.6458448613466,377.0913587667962,5582.085187850364
ID628,C,3073.025908748228,420.48007719375636,-2661.047836408037
ID629,A,3137.841192846088,398.1865872660449,7432.451449473888
ID630,C,2765.053527259037,408.66549210055354,-2340.131471091815
ID631,C,2299.3582494747925,410.9249296314186,-1886.4101389791665
ID632,C,2772.6678068493757,399.3419926357574,-2373.5748318327865
ID633,C,3043.618844280592,372.2362011994886,-2653.5624283463894
ID634,C,2423.055874861402,392.5922878447038,-2030.4901461365953
ID635,A,2547.3795942249767,392.54027400315533,5684.777041197606
ID636,B,2044.7267123579225,424.3241957241125,4077.9000101638153
ID637,B,2526.203721697205,393.4590873042073,5039.471620320381
ID638,C,2783.2579466062703,415.1030471172063,-2373.125629351136
ID639,C,2183.252167567783,401.0383262310774,-1762.9575980005625
ID640,C,2538.2995298398837,429.6017766427755,-2112.6358018796536
ID641,B,1611.5049012919126,418.55351563572754,3222.3428454198684
ID642,B,3133.0899513542677,378.4574023475021,6275.607805337227
ID643,B,2674.201011863292,402.2696941759721,5343.3079484330465
ID644,C,2279.502376233628,401.7756513522524,-1870.2235779004325
ID645,C,2414.2406708990034,390.9412226753851,-2014.0615636949774
ID646,B,2222.0374821171326,410.7745511603943,4440.907269812314
ID647,C,2347.875097122735,410.6859094163587,-1960.5667960474268
ID648,A,1936.6906857979577,398.7876936340828,3813.5241160129485
ID649,B,2673.765482927939,393.8805768699432,5356.798601782524
ID650,B,2938.1052838604096,391.4158890397589,5883.08539610745
ID651,C,2947.9064411468344,390.7437328849399,-2577.595507455243
ID652,A,2272.701089623414,381.17989205158216,4914.71602368696
ID653,B,2823.2139281207214,386.39688122182883,5650.793456710486
ID654,A,2144.2310842017087,398.42214200201664,4437.173125509343
ID655,A,2339.867049592068,404.9420544909867,4998.717229701749
ID656,C,2582.9096245916,397.2820741136421,-2184.1358543921206
ID657,B,2497.8270547058564,399.7953198072582,4982.983800414059
ID658,A,2077.3491573922147,390.4363309230337,4281.850699640732
ID659,B,2552.3997866632444,418.55659126169274,5105.660602130468
ID660,C,2841.854871586893,395.97929723752657,-2463.484833190383
ID661,B,2911.6135632747373,408.06885766724275,5808.484312118573
ID662,C,2393.169754760008,387.2325625600534,-1982.1336296192835
ID663,B,2332.0602058447375,397.12844342530593,4666.161035581973
ID664,B,2420.1025345159883,397.41402146903914,4860.336968514292
ID665,C,2404.23298476513,400.8627582932596,-1997.4105801807393
ID666,A,2410.5969688910973,429.908999113114,5094.100154078498
ID667,A,2536.8064719265303,397.5355447850855,5618.824560163613
ID668,B,2154.3596725577845,395.00583879999743,4302.005394113448
ID669,B,2184.914857296693,404.58298214949787,4358.267845984344
ID670,B,2755.8432492535317,412.37428425317813,5503.410585184018
ID671,A,2249.875811918451,414.35196793773304,4691.650616151031
ID672,C,2501.6540605554906,430.78902327664406,-2085.5972454500957
ID673,C,2524.2439725854215,421.6684656735308,-2090.901328319552
ID674,C,2458.755754923224,402.9718656245,-2062.8276280309874
ID675,A,2677.201137733619,387.9100638827227,6080.99280563338
ID676,C,2437.317838428741,414.5102465800655,-2024.0170856677219
ID677,A,2229.74866450003,395.32309155009193,4724.596370059096
ID678,B,2481.6367647381894,410.83076357640914,4954.763913490306
ID679,C,1932.1655928055536,373.5716459365056,-1571.679705916071
ID680,C,2346.583123210007,415.17562587118283,-1925.4766545896907
ID681,A,3118.5696018781064,397.03843292903576,7353.901581675347
ID682,B,2470.885095429579,395.9315039084851,4947.604820903223
ID683,C,3070.0929179134296,397.62299456550363,-2675.228618048599
ID684,A,2416.350378781669,392.0614613495057,5289.047336158683
ID685,A,2200.8416709080057,422.66230060907657,4468.503105825951
ID686,C,2185.819886731695,394.3416963607613,-1810.991007209982
ID687,B,2798.5335946077826,401.0644725793832,5588.2691307468385
ID688,C,2749.1121284920723,398.4620498702629,-2348.7432340312257
ID689,A,2951.758383880077,400.3944398026503,6872.432902728586
ID690,A,2654.0996701297513,403.1669808151855,5944.482603412785
ID691,A,2634.2902338194217,399.1928801997611,5922.390870383651
ID692,B,2811.6917672615923,386.4396780818967,5616.506431111233
ID693,A,2486.474677345674,407.25312682775643,5384.707145159603
ID694,B,2434.5965487346903,407.63837829806187,4870.235218077999
ID695,A,2619.218083023772,399.3551476307186,5860.231349173628
ID696,B,2676.751980400667,393.4568127262225,5343.9864937762195
ID697,C,3215.0479505683015,400.47772197201886,-2822.177168341658
ID698,B,2715.0384060180245,378.39598265596595,5438.502474757701
ID699,C,2518.644020883785,411.31007496547204,-2114.137306758566
ID700,B,2471.7520226846204,396.90932705414633,4938.691137880642
ID701,C,2775.1983618047443,387.23023892005773,-2370.236901583664
ID702,B,2666.2283680261144,395.07131974102174,5324.075905124717
ID703,C,2696.1357645684034,400.5972379987038,-2281.9506208120633
ID704,A,2147.8123234636496,408.1397145742286,4395.49463425535
ID705,C,2847.748063178723,442.9008184660431,-2420.724640101037
ID706,B,2677.2322488127124,394.6672685462083,5362.320221476171
ID707,A,2186.3557643526847,420.50138291100245,4445.937730770917
ID708,A,2258.0305633413054,424.5409567147436,4657.06695276923
ID709,C,3104.8640252324,405.42014153556465,-2686.7789357022657
ID710,C,2409.3544533200575,396.25222354608394,-2026.3947631484862
ID711,A,2702.125550835138,412.4070244383768,6072.973339236527
ID712,C,3000.479326810097,424.1244930392726,-2582.6224460896788
ID713,A,1625.0845291674116,412.5987625489388,2797.992074373723
ID714,A,2629.4991007998624,422.69010161754437,5800.951840039274
ID715,C,2281.2849122522266,383.6634231326707,-1889.539871716831
ID716,C,2534.529827983439,428.1063020302105,-2100.66607175201
ID717,B,2594.3022109946464,396.0639434221326,5188.3191559120205
ID718,C,2510.897642660128,387.37465276439104,-2121.9496709820946
ID719,A,2660.622518182008,409.18284802142495,5931.440704589041
ID720,A,2349.9730929856614,413.79004329356115,4978.858981971329
ID721,B,2860.855513587192,406.3656149028715,5724.99152354561
ID722,B,2122.5590755658177,411.5224014610814,4253.271720319616
ID723,A,2046.7535521964921,388.1986988690186,4190.365498594784
ID724,B,2129.7830919765115,406.5991867568638,4262.541969018665
ID725,A,2915.827401802457,401.94042275672757,6737.697705371922
ID726,C,2411.672467290877,389.7570353525406,-2012.9873004345945
ID727,A,2048.02730630279,392.8966503331146,4181.477808964271
ID728,B,2359.794615228498,383.41607861666165,4710.173626422501
ID729,C,2669.8488331548238,387.12710880836033,-2261.934686842298
ID730,A,2733.6000642073886,412.1932397074795,6136.788188569049
ID731,A,2496.707804999636,413.434141673064,5437.344482824209
ID732,B,2822.765368876162,383.43568556293,5651.927273742118
ID733,B,2681.0631172958774,409.9101095732931,5382.719352535676
ID734,A,2610.4202289214136,431.96698164401306,5675.7639662756665
ID735,C,2511.719373450293,406.7639026418407,-2112.521061776779
ID736,B,2336.8435066630814,372.54925417795346,4665.874352689111
ID737,C,2531.8287068451027,400.08777690692995,-2127.5452780902474
ID738,B,2378.065048423364,385.15777551918785,4733.157198079458
ID739,C,2113.2746395630215,382.98824011210866,-1721.632393946698
ID740,A,2914.7525937881287,398.1735001620008,6725.4277231069655
ID741,C,2654.469297350234,417.0647350065353,-2252.3015828456587
ID742,A,2992.2173432999,408.4308900065285,6950.754702168071
ID743,C,2296.339800988607,397.4510500858469,-1902.5829094262845
ID744,A,2303.3101187789266,404.28933084393316,4886.021406325237
ID745,A,2811.9976998888383,377.75890061976105,6543.583717142021
ID746,C,2544.5397066084834,424.65889401838905,-2109.6615893058197
ID747,B,2803.365087246944,415.8165701646569,5622.482250650123
ID748,A,2753.5438982095275,415.47131671322813,6168.323405631316
ID749,C,2726.421505025667,403.3904414563804,-2320.161298112971
ID750,A,1895.1620938220024,418.8290036449728,3586.2744715943413
ID751,A,2992.1990001619865,398.03169007677116,6990.60025116341
ID752,C,2494.921230066465,405.38882327167664,-2085.747827606424
ID753,A,2260.4017442462305,388.83801238162704,4832.330519587035
ID754,B,2793.274519365839,380.1631499439857,5569.133463269625
ID755,C,2767.9162029923236,401.129932879253,-2378.9408007316697
ID756,A,2495.1019419839895,399.79134870969534,5475.089083536979
ID757,C,1908.340402808592,400.61077391397697,-1521.9682305234983
ID758,C,2272.4687617494446,413.8724892004269,-1843.214079213298
ID759,B,2626.9835252999173,404.2293563768202,5241.479699364137
ID760,C,2474.0548537992227,384.6590874149475,-2098.561753183363
ID761,C,2081.198377245072,400.26662265915047,-1694.561484346495
ID762,C,2726.4398544972482,392.5329707630682,-2332.3531684603154
ID763,C,2373.992479815264,416.2142866812823,-1956.7394579433578
ID764,C,1964.768506216293,394.1236826977409,-1580.8814144917535
ID765,A,2805.1402518186146,414.4488789209795,6346.101427948172
ID766,C,2609.037604292879,364.4372843331295,-2218.439957176952
ID767,A,2624.7576455158155,431.982812546912,5722.872564490945
ID768,A,2196.8889598415394,393.7407287745014,4633.0553438004
ID769,B,2430.391702347055,408.8848631062744,4854.4951569818395
ID770,B,2691.7146139957395,400.1094920316816,5387.96984114974
ID771,C,2431.611626769674,370.0846427130093,-2044.519059854799
ID772,B,2533.7778509715486,376.38505625018723,5072.872786767981
ID773,A,2610.722770811877,392.1980198495005,5861.61560194707
ID774,C,2443.8906160015495,383.6056029017095,-2063.5984450059022
ID775,B,2523.1341814037614,366.2280913292365,5051.510326369677
ID776,A,3373.484918520708,400.2280192198878,8129.954302697679
ID777,B,2769.87094183921,387.4636462578039,5521.55589871866
ID778,C,2337.720943264497,393.6776751033029,-1951.4841325779948
ID779,B,2439.851391500833,384.1555081786605,4876.133088089678
ID780,C,2304.922350475837,392.70102055044714,-1906.0658064187985
ID781,C,2127.619108143134,423.5266783751717,-1692.058532886634
ID782,B,3098.028577189662,409.2552360085264,6183.823111586349
ID783,C,2073.4263463752736,412.98310160693325,-1656.5455836604417
ID784,C,2217.0714446344678,400.7939525427545,-1805.2628722238037
ID785,C,2845.0214258402516,410.2937490468839,-2438.313749815163
ID786,C,2720.3115346266372,390.9483112922813,-2336.6029568063614
ID787,B,2912.4944596377954,415.44358537828697,5816.0385507912615
ID788,C,2720.913984805452,383.72256750287625,-2329.7689262007557
ID789,C,2721.628337667235,374.7625561004841,-2332.654135821317
ID790,C,2632.460202714059,386.69153908242214,-2222.1760728171953
ID791,C,2714.375256004739,397.0117603211421,-2305.522913851148
ID792,A,3005.5853842462075,386.1354720623057,7089.45339511588
ID793,B,2997.324073576861,400.6567457643558,5983.20484006636
ID794,B,2617.325848588587,373.6113732018933,5225.720531144216
ID795,A,2320.153264297572,393.83437844847765,4977.085430877919
ID796,B,2365.701796251228,406.38795609235206,4720.035389994079
ID797,A,2839.6085251824843,392.232579190572,6554.962296571146
ID798,B,2407.3724331645294,388.87203745845073,4795.184659320938
ID799,B,2986.3671786799528,406.7553888758578,5968.298771144882
